Well_permit_num	Operator	County	Municipality	Latitude	Longitude	Start_date	Prod_mcfe_model_na	Prod_period_max	Oil_bbl_model	Gas_mcf_model	Gas_mcf_model_cumsum	Oil_bbl_model_cumsum	Date_model	Production_date_model	Prod_mcfe	Prod_mcfe_model	Gas_mcf_model_na	Gas_mcf_model_zero	Oil_bbl_model_zero	Prod_mcfe_model_zero	Prod_period
117-20345	ULTRA RESOURCES INC	TIOGA	GAINES	41.705442	-77.531539	2010-07-01	6419.740537	64	0	6419.740537	1851736.218	0	2019-12-01	2019-12-01	6419.740537	6419.740537	6419.740537	6419.740537	0	6419.740537	113
015-20428	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861925	-76.847628	2010-08-01	6976.235562	63	0	6976.235562	1631244.544	0	2016-12-01	2016-12-01	6976.235562	6976.235562	6976.235562	6976.235562	0	6976.235562	76
015-20428	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861925	-76.847628	2010-08-01	5160.980208	63	0	5160.980208	1702617.749	0	2017-12-01	2017-12-01	5160.980208	5160.980208	5160.980208	5160.980208	0	5160.980208	88
015-20428	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861925	-76.847628	2010-08-01	3818.06441	63	0	3818.06441	1755419.249	0	2018-12-01	2018-12-01	3818.06441	3818.06441	3818.06441	3818.06441	0	3818.06441	100
015-20428	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861925	-76.847628	2010-08-01	2824.582782	63	0	2824.582782	1794481.505	0	2019-12-01	2019-12-01	2824.582782	2824.582782	2824.582782	2824.582782	0	2824.582782	112
015-20429	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861911	-76.847539	2010-08-01	7717.881734	63	0	7717.881734	1831158.061	0	2016-12-01	2016-12-01	7717.881734	7717.881734	7717.881734	7717.881734	0	7717.881734	76
015-20429	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861911	-76.847539	2010-08-01	5709.645915	63	0	5709.645915	1910118.978	0	2017-12-01	2017-12-01	5709.645915	5709.645915	5709.645915	5709.645915	0	5709.645915	88
015-20429	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861911	-76.847539	2010-08-01	4223.964243	63	0	4223.964243	1968533.825	0	2018-12-01	2018-12-01	4223.964243	4223.964243	4223.964243	4223.964243	0	4223.964243	100
015-20429	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861911	-76.847539	2010-08-01	3124.865218	63	0	3124.865218	2011748.803	0	2019-12-01	2019-12-01	3124.865218	3124.865218	3124.865218	3124.865218	0	3124.865218	112
015-20522	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.770294	-76.840622	2010-08-01	8233.066103	63	0	8233.066103	2838501.635	0	2016-12-01	2016-12-01	8233.066103	8233.066103	8233.066103	8233.066103	0	8233.066103	76
015-20522	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.770294	-76.840622	2010-08-01	6090.776442	63	0	6090.776442	2922733.354	0	2017-12-01	2017-12-01	6090.776442	6090.776442	6090.776442	6090.776442	0	6090.776442	88
015-20522	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.770294	-76.840622	2010-08-01	4505.922484	63	0	4505.922484	2985047.512	0	2018-12-01	2018-12-01	4505.922484	4505.922484	4505.922484	4505.922484	0	4505.922484	100
015-20522	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.770294	-76.840622	2010-08-01	3333.456354	63	0	3333.456354	3031147.178	0	2019-12-01	2019-12-01	3333.456354	3333.456354	3333.456354	3333.456354	0	3333.456354	112
051-24332	PHILLIPS EXPLORATION INC	FAYETTE	DUNBAR	40.008319	-79.649797	2010-08-01	11533.03085	63	0	11533.03085	2000850.283	0	2016-12-01	2016-12-01	11533.03085	11533.03085	11533.03085	11533.03085	0	11533.03085	76
051-24332	PHILLIPS EXPLORATION INC	FAYETTE	DUNBAR	40.008319	-79.649797	2010-08-01	8532.071978	63	0	8532.071978	2118843.63	0	2017-12-01	2017-12-01	8532.071978	8532.071978	8532.071978	8532.071978	0	8532.071978	88
051-24332	PHILLIPS EXPLORATION INC	FAYETTE	DUNBAR	40.008319	-79.649797	2010-08-01	6311.979322	63	0	6311.979322	2206134.451	0	2018-12-01	2018-12-01	6311.979322	6311.979322	6311.979322	6311.979322	0	6311.979322	100
051-24332	PHILLIPS EXPLORATION INC	FAYETTE	DUNBAR	40.008319	-79.649797	2010-08-01	4669.567143	63	0	4669.567143	2270711.714	0	2019-12-01	2019-12-01	4669.567143	4669.567143	4669.567143	4669.567143	0	4669.567143	112
105-21606	ULTRA RESOURCES INC	POTTER	WEST BRANCH	41.672928	-77.605579	2010-08-01	21656.44338	63	0	21656.44338	2827149.607	0	2016-12-01	2016-12-01	21656.44338	21656.44338	21656.44338	21656.44338	0	21656.44338	76
105-21606	ULTRA RESOURCES INC	POTTER	WEST BRANCH	41.672928	-77.605579	2010-08-01	16021.31618	63	0	16021.31618	3048714.629	0	2017-12-01	2017-12-01	16021.31618	16021.31618	16021.31618	16021.31618	0	16021.31618	88
105-21606	ULTRA RESOURCES INC	POTTER	WEST BRANCH	41.672928	-77.605579	2010-08-01	11852.48047	63	0	11852.48047	3212627.198	0	2018-12-01	2018-12-01	11852.48047	11852.48047	11852.48047	11852.48047	0	11852.48047	100
105-21606	ULTRA RESOURCES INC	POTTER	WEST BRANCH	41.672928	-77.605579	2010-08-01	8768.399026	63	0	8768.399026	3333888.804	0	2019-12-01	2019-12-01	8768.399026	8768.399026	8768.399026	8768.399026	0	8768.399026	112
105-21607	ULTRA RESOURCES INC	POTTER	WEST BRANCH	41.673389	-77.606237	2010-08-01	6475.436819	63	0	6475.436819	1344247.64	0	2016-12-01	2016-12-01	6475.436819	6475.436819	6475.436819	6475.436819	0	6475.436819	76
105-21607	ULTRA RESOURCES INC	POTTER	WEST BRANCH	41.673389	-77.606237	2010-08-01	4790.492088	63	0	4790.492088	1410497.221	0	2017-12-01	2017-12-01	4790.492088	4790.492088	4790.492088	4790.492088	0	4790.492088	88
105-21607	ULTRA RESOURCES INC	POTTER	WEST BRANCH	41.673389	-77.606237	2010-08-01	3543.979362	63	0	3543.979362	1459508.292	0	2018-12-01	2018-12-01	3543.979362	3543.979362	3543.979362	3543.979362	0	3543.979362	100
105-21607	ULTRA RESOURCES INC	POTTER	WEST BRANCH	41.673389	-77.606237	2010-08-01	2621.816191	63	0	2621.816191	1495766.409	0	2019-12-01	2019-12-01	2621.816191	2621.816191	2621.816191	2621.816191	0	2621.816191	112
105-21623	ULTRA RESOURCES INC	POTTER	WEST BRANCH	41.668203	-77.614553	2010-08-01	21161.66871	63	0	21161.66871	1369277.015	0	2016-12-01	2016-12-01	21161.66871	21161.66871	21161.66871	21161.66871	0	21161.66871	76
105-21623	ULTRA RESOURCES INC	POTTER	WEST BRANCH	41.668203	-77.614553	2010-08-01	15655.28464	63	0	15655.28464	1585780.045	0	2017-12-01	2017-12-01	15655.28464	15655.28464	15655.28464	15655.28464	0	15655.28464	88
105-21623	ULTRA RESOURCES INC	POTTER	WEST BRANCH	41.668203	-77.614553	2010-08-01	11581.69237	63	0	11581.69237	1745947.779	0	2018-12-01	2018-12-01	11581.69237	11581.69237	11581.69237	11581.69237	0	11581.69237	100
105-21623	ULTRA RESOURCES INC	POTTER	WEST BRANCH	41.668203	-77.614553	2010-08-01	8568.0715	63	0	8568.0715	1864438.978	0	2019-12-01	2019-12-01	8568.0715	8568.0715	8568.0715	8568.0715	0	8568.0715	112
105-21624	ULTRA RESOURCES INC	POTTER	WEST BRANCH	41.667636	-77.614919	2010-08-01	14175.85957	63	0	14175.85957	1874173.144	0	2016-12-01	2016-12-01	14175.85957	14175.85957	14175.85957	14175.85957	0	14175.85957	76
105-21624	ULTRA RESOURCES INC	POTTER	WEST BRANCH	41.667636	-77.614919	2010-08-01	10487.22194	63	0	10487.22194	2019205.021	0	2017-12-01	2017-12-01	10487.22194	10487.22194	10487.22194	10487.22194	0	10487.22194	88
105-21624	ULTRA RESOURCES INC	POTTER	WEST BRANCH	41.667636	-77.614919	2010-08-01	7758.388376	63	0	7758.388376	2126498.796	0	2018-12-01	2018-12-01	7758.388376	7758.388376	7758.388376	7758.388376	0	7758.388376	100
105-21624	ULTRA RESOURCES INC	POTTER	WEST BRANCH	41.667636	-77.614919	2010-08-01	5739.612503	63	0	5739.612503	2205874.133	0	2019-12-01	2019-12-01	5739.612503	5739.612503	5739.612503	5739.612503	0	5739.612503	112
117-20349	ULTRA RESOURCES INC	TIOGA	GAINES	41.705342	-77.531664	2010-08-01	10202.28819	63	0	10202.28819	1044759.054	0	2016-12-01	2016-12-01	10202.28819	10202.28819	10202.28819	10202.28819	0	10202.28819	76
117-20349	ULTRA RESOURCES INC	TIOGA	GAINES	41.705342	-77.531664	2010-08-01	7547.595976	63	0	7547.595976	1149137.699	0	2017-12-01	2017-12-01	7547.595976	7547.595976	7547.595976	7547.595976	0	7547.595976	88
117-20349	ULTRA RESOURCES INC	TIOGA	GAINES	41.705342	-77.531664	2010-08-01	5583.66946	63	0	5583.66946	1226356.439	0	2018-12-01	2018-12-01	5583.66946	5583.66946	5583.66946	5583.66946	0	5583.66946	100
117-20349	ULTRA RESOURCES INC	TIOGA	GAINES	41.705342	-77.531664	2010-08-01	4130.767563	63	0	4130.767563	1283482.432	0	2019-12-01	2019-12-01	4130.767563	4130.767563	4130.767563	4130.767563	0	4130.767563	112
117-20408	TALISMAN ENERGY USA INC	TIOGA	JACKSON	41.988382	-76.990796	2010-08-01	11219.85127	63	0	11219.85127	2148834.248	0	2016-12-01	2016-12-01	11219.85127	11219.85127	11219.85127	11219.85127	0	11219.85127	76
117-20408	TALISMAN ENERGY USA INC	TIOGA	JACKSON	41.988382	-76.990796	2010-08-01	8300.383472	63	0	8300.383472	2263623.484	0	2017-12-01	2017-12-01	8300.383472	8300.383472	8300.383472	8300.383472	0	8300.383472	88
117-20408	TALISMAN ENERGY USA INC	TIOGA	JACKSON	41.988382	-76.990796	2010-08-01	6140.577457	63	0	6140.577457	2348543.921	0	2018-12-01	2018-12-01	6140.577457	6140.577457	6140.577457	6140.577457	0	6140.577457	100
117-20408	TALISMAN ENERGY USA INC	TIOGA	JACKSON	41.988382	-76.990796	2010-08-01	4542.764997	63	0	4542.764997	2411367.588	0	2019-12-01	2019-12-01	4542.764997	4542.764997	4542.764997	4542.764997	0	4542.764997	112
117-20410	TALISMAN ENERGY USA INC	TIOGA	JACKSON	41.988382	-76.99074	2010-08-01	8583.616565	63	0	8583.616565	1659997.122	0	2016-12-01	2016-12-01	8583.616565	8583.616565	8583.616565	8583.616565	0	8583.616565	76
117-20410	TALISMAN ENERGY USA INC	TIOGA	JACKSON	41.988382	-76.99074	2010-08-01	6350.111721	63	0	6350.111721	1747815.29	0	2017-12-01	2017-12-01	6350.111721	6350.111721	6350.111721	6350.111721	0	6350.111721	88
117-20410	TALISMAN ENERGY USA INC	TIOGA	JACKSON	41.988382	-76.99074	2010-08-01	4697.777279	63	0	4697.777279	1812782.682	0	2018-12-01	2018-12-01	4697.777279	4697.777279	4697.777279	4697.777279	0	4697.777279	100
117-20410	TALISMAN ENERGY USA INC	TIOGA	JACKSON	41.988382	-76.99074	2010-08-01	3475.389463	63	0	3475.389463	1860845.197	0	2019-12-01	2019-12-01	3475.389463	3475.389463	3475.389463	3475.389463	0	3475.389463	112
015-20427	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861942	-76.847717	2010-09-01	7196.420787	62	0	7196.420787	2032828.001	0	2016-12-01	2016-12-01	7196.420787	7196.420787	7196.420787	7196.420787	0	7196.420787	75
015-20427	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861942	-76.847717	2010-09-01	5323.872012	62	0	5323.872012	2106453.901	0	2017-12-01	2017-12-01	5323.872012	5323.872012	5323.872012	5323.872012	0	5323.872012	87
015-20427	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861942	-76.847717	2010-09-01	3938.570858	62	0	3938.570858	2160921.932	0	2018-12-01	2018-12-01	3938.570858	3938.570858	3938.570858	3938.570858	0	3938.570858	99
015-20427	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861942	-76.847717	2010-09-01	2913.732782	62	0	2913.732782	2201217.077	0	2019-12-01	2019-12-01	2913.732782	2913.732782	2913.732782	2913.732782	0	2913.732782	111
015-20430	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861894	-76.847447	2010-09-01	8583.616565	62	0	8583.616565	2081433.982	0	2016-12-01	2016-12-01	8583.616565	8583.616565	8583.616565	8583.616565	0	8583.616565	75
015-20430	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861894	-76.847447	2010-09-01	6350.111721	62	0	6350.111721	2169252.15	0	2017-12-01	2017-12-01	6350.111721	6350.111721	6350.111721	6350.111721	0	6350.111721	87
015-20430	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861894	-76.847447	2010-09-01	4697.777279	62	0	4697.777279	2234219.542	0	2018-12-01	2018-12-01	4697.777279	4697.777279	4697.777279	4697.777279	0	4697.777279	99
015-20430	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861894	-76.847447	2010-09-01	3475.389463	62	0	3475.389463	2282282.057	0	2019-12-01	2019-12-01	3475.389463	3475.389463	3475.389463	3475.389463	0	3475.389463	111
015-20440	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.857683	-76.834478	2010-09-01	16311.81497	62	0	16311.81497	3372302.861	0	2016-12-01	2016-12-01	16311.81497	16311.81497	16311.81497	16311.81497	0	16311.81497	75
015-20440	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.857683	-76.834478	2010-09-01	12067.38985	62	0	12067.38985	3539187.496	0	2017-12-01	2017-12-01	12067.38985	12067.38985	12067.38985	12067.38985	0	12067.38985	87
015-20440	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.857683	-76.834478	2010-09-01	8927.387794	62	0	8927.387794	3662647.819	0	2018-12-01	2018-12-01	8927.387794	8927.387794	8927.387794	8927.387794	0	8927.387794	99
015-20440	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.857683	-76.834478	2010-09-01	6604.431761	62	0	6604.431761	3753983.078	0	2019-12-01	2019-12-01	6604.431761	6604.431761	6604.431761	6604.431761	0	6604.431761	111
015-20441	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.857689	-76.834386	2010-09-01	10194.17193	62	0	10194.17193	2802065.21	0	2016-12-01	2016-12-01	10194.17193	10194.17193	10194.17193	10194.17193	0	10194.17193	75
015-20441	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.857689	-76.834386	2010-09-01	7541.591609	62	0	7541.591609	2906360.818	0	2017-12-01	2017-12-01	7541.591609	7541.591609	7541.591609	7541.591609	0	7541.591609	87
015-20441	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.857689	-76.834386	2010-09-01	5579.227463	62	0	5579.227463	2983518.128	0	2018-12-01	2018-12-01	5579.227463	5579.227463	5579.227463	5579.227463	0	5579.227463	99
015-20441	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.857689	-76.834386	2010-09-01	4127.481399	62	0	4127.481399	3040598.676	0	2019-12-01	2019-12-01	4127.481399	4127.481399	4127.481399	4127.481399	0	4127.481399	111
015-20442	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.857694	-76.834294	2010-09-01	11578.98694	62	0	11578.98694	2838929.548	0	2016-12-01	2016-12-01	11578.98694	11578.98694	11578.98694	11578.98694	0	11578.98694	75
015-20442	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.857694	-76.834294	2010-09-01	8566.070037	62	0	8566.070037	2957393.067	0	2017-12-01	2017-12-01	8566.070037	8566.070037	8566.070037	8566.070037	0	8566.070037	87
015-20442	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.857694	-76.834294	2010-09-01	6337.130898	62	0	6337.130898	3045031.719	0	2018-12-01	2018-12-01	6337.130898	6337.130898	6337.130898	6337.130898	0	6337.130898	99
015-20442	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.857694	-76.834294	2010-09-01	4688.174138	62	0	4688.174138	3109866.305	0	2019-12-01	2019-12-01	4688.174138	4688.174138	4688.174138	4688.174138	0	4688.174138	111
015-20443	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.857697	-76.834203	2010-09-01	14220.77678	62	0	14220.77678	3439412.767	0	2016-12-01	2016-12-01	14220.77678	14220.77678	14220.77678	14220.77678	0	14220.77678	75
015-20443	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.857697	-76.834203	2010-09-01	10520.45144	62	0	10520.45144	3584904.188	0	2017-12-01	2017-12-01	10520.45144	10520.45144	10520.45144	10520.45144	0	10520.45144	87
015-20443	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.857697	-76.834203	2010-09-01	7782.971376	62	0	7782.971376	3692537.931	0	2018-12-01	2018-12-01	7782.971376	7782.971376	7782.971376	7782.971376	0	7782.971376	99
015-20443	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.857697	-76.834203	2010-09-01	5757.79887	62	0	5757.79887	3772164.774	0	2019-12-01	2019-12-01	5757.79887	5757.79887	5757.79887	5757.79887	0	5757.79887	111
015-20461	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861597	-76.847758	2010-09-01	9767.581092	62	0	9767.581092	2166502.185	0	2016-12-01	2016-12-01	9767.581092	9767.581092	9767.581092	9767.581092	0	9767.581092	75
015-20461	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861597	-76.847758	2010-09-01	7226.002083	62	0	7226.002083	2266433.383	0	2017-12-01	2017-12-01	7226.002083	7226.002083	7226.002083	7226.002083	0	7226.002083	87
015-20461	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861597	-76.847758	2010-09-01	5345.756089	62	0	5345.756089	2340361.926	0	2018-12-01	2018-12-01	5345.756089	5345.756089	5345.756089	5345.756089	0	5345.756089	99
015-20461	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861597	-76.847758	2010-09-01	3954.760577	62	0	3954.760577	2395053.85	0	2019-12-01	2019-12-01	3954.760577	3954.760577	3954.760577	3954.760577	0	3954.760577	111
015-20462	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861581	-76.847669	2010-09-01	13759.41226	62	0	13759.41226	2455318.439	0	2016-12-01	2016-12-01	13759.41226	13759.41226	13759.41226	13759.41226	0	13759.41226	75
015-20462	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861581	-76.847669	2010-09-01	10179.13654	62	0	10179.13654	2596089.683	0	2017-12-01	2017-12-01	10179.13654	10179.13654	10179.13654	10179.13654	0	10179.13654	87
015-20462	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861581	-76.847669	2010-09-01	7530.468512	62	0	7530.468512	2700231.465	0	2018-12-01	2018-12-01	7530.468512	7530.468512	7530.468512	7530.468512	0	7530.468512	99
015-20462	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861581	-76.847669	2010-09-01	5570.998658	62	0	5570.998658	2777274.975	0	2019-12-01	2019-12-01	5570.998658	5570.998658	5570.998658	5570.998658	0	5570.998658	111
015-20463	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861564	-76.847581	2010-09-01	9486.145127	62	0	9486.145127	2400034.473	0	2016-12-01	2016-12-01	9486.145127	9486.145127	9486.145127	9486.145127	0	9486.145127	75
015-20463	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861564	-76.847581	2010-09-01	7017.797324	62	0	7017.797324	2497086.326	0	2017-12-01	2017-12-01	7017.797324	7017.797324	7017.797324	7017.797324	0	7017.797324	87
015-20463	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861564	-76.847581	2010-09-01	5191.727368	62	0	5191.727368	2568884.746	0	2018-12-01	2018-12-01	5191.727368	5191.727368	5191.727368	5191.727368	0	5191.727368	99
015-20463	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.861564	-76.847581	2010-09-01	3840.810987	62	0	3840.810987	2622000.817	0	2019-12-01	2019-12-01	3840.810987	3840.810987	3840.810987	3840.810987	0	3840.810987	111
015-20464	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.86155	-76.847492	2010-09-01	16441.45876	62	0	16441.45876	3204287.799	0	2016-12-01	2016-12-01	16441.45876	16441.45876	16441.45876	16441.45876	0	16441.45876	75
015-20464	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.86155	-76.847492	2010-09-01	12163.29961	62	0	12163.29961	3372498.807	0	2017-12-01	2017-12-01	12163.29961	12163.29961	12163.29961	12163.29961	0	12163.29961	87
015-20464	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.86155	-76.847492	2010-09-01	8998.341296	62	0	8998.341296	3496940.374	0	2018-12-01	2018-12-01	8998.341296	8998.341296	8998.341296	8998.341296	0	8998.341296	99
015-20464	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.86155	-76.847492	2010-09-01	6656.922767	62	0	6656.922767	3589001.552	0	2019-12-01	2019-12-01	6656.922767	6656.922767	6656.922767	6656.922767	0	6656.922767	111
015-20467	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.857425	-76.8343	2010-09-01	18490.29239	62	0	18490.29239	3814881.28	0	2016-12-01	2016-12-01	18490.29239	18490.29239	18490.29239	18490.29239	0	18490.29239	75
015-20467	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.857425	-76.8343	2010-09-01	13679.01531	62	0	13679.01531	4004053.711	0	2017-12-01	2017-12-01	13679.01531	13679.01531	13679.01531	13679.01531	0	13679.01531	87
015-20467	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.857425	-76.8343	2010-09-01	10119.65933	62	0	10119.65933	4144002.422	0	2018-12-01	2018-12-01	10119.65933	10119.65933	10119.65933	10119.65933	0	10119.65933	99
015-20467	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.857425	-76.8343	2010-09-01	7486.467602	62	0	7486.467602	4247535.698	0	2019-12-01	2019-12-01	7486.467602	7486.467602	7486.467602	7486.467602	0	7486.467602	111
015-20516	TALISMAN ENERGY USA INC	BRADFORD	CANTON	41.694547	-76.842794	2010-09-01	11843.46893	62	0	11843.46893	2426118.48	0	2016-12-01	2016-12-01	11843.46893	11843.46893	11843.46893	11843.46893	0	11843.46893	75
015-20516	TALISMAN ENERGY USA INC	BRADFORD	CANTON	41.694547	-76.842794	2010-09-01	8761.732341	62	0	8761.732341	2547287.889	0	2017-12-01	2017-12-01	8761.732341	8761.732341	8761.732341	8761.732341	0	8761.732341	87
015-20516	TALISMAN ENERGY USA INC	BRADFORD	CANTON	41.694547	-76.842794	2010-09-01	6481.88078	62	0	6481.88078	2636928.343	0	2018-12-01	2018-12-01	6481.88078	6481.88078	6481.88078	6481.88078	0	6481.88078	99
015-20516	TALISMAN ENERGY USA INC	BRADFORD	CANTON	41.694547	-76.842794	2010-09-01	4795.259295	62	0	4795.259295	2703243.852	0	2019-12-01	2019-12-01	4795.259295	4795.259295	4795.259295	4795.259295	0	4795.259295	111
015-20517	TALISMAN ENERGY USA INC	BRADFORD	CANTON	41.694625	-76.842725	2010-09-01	8816.715669	62	0	8816.715669	1926559.287	0	2016-12-01	2016-12-01	8816.715669	8816.715669	8816.715669	8816.715669	0	8816.715669	75
015-20517	TALISMAN ENERGY USA INC	BRADFORD	CANTON	41.694625	-76.842725	2010-09-01	6522.557139	62	0	6522.557139	2016762.27	0	2017-12-01	2017-12-01	6522.557139	6522.557139	6522.557139	6522.557139	0	6522.557139	87
015-20517	TALISMAN ENERGY USA INC	BRADFORD	CANTON	41.694625	-76.842725	2010-09-01	4825.351439	62	0	4825.351439	2083493.934	0	2018-12-01	2018-12-01	4825.351439	4825.351439	4825.351439	4825.351439	0	4825.351439	99
015-20517	TALISMAN ENERGY USA INC	BRADFORD	CANTON	41.694625	-76.842725	2010-09-01	3569.768115	62	0	3569.768115	2132861.648	0	2019-12-01	2019-12-01	3569.768115	3569.768115	3569.768115	3569.768115	0	3569.768115	111
015-20518	TALISMAN ENERGY USA INC	BRADFORD	CANTON	41.694706	-76.842653	2010-09-01	8621.636753	62	0	8621.636753	1979831.671	0	2016-12-01	2016-12-01	8621.636753	8621.636753	8621.636753	8621.636753	0	8621.636753	75
015-20518	TALISMAN ENERGY USA INC	BRADFORD	CANTON	41.694706	-76.842653	2010-09-01	6378.238845	62	0	6378.238845	2068038.82	0	2017-12-01	2017-12-01	6378.238845	6378.238845	6378.238845	6378.238845	0	6378.238845	87
015-20518	TALISMAN ENERGY USA INC	BRADFORD	CANTON	41.694706	-76.842653	2010-09-01	4718.585568	62	0	4718.585568	2133293.978	0	2018-12-01	2018-12-01	4718.585568	4718.585568	4718.585568	4718.585568	0	4718.585568	99
015-20518	TALISMAN ENERGY USA INC	BRADFORD	CANTON	41.694706	-76.842653	2010-09-01	3490.783319	62	0	3490.783319	2181569.38	0	2019-12-01	2019-12-01	3490.783319	3490.783319	3490.783319	3490.783319	0	3490.783319	111
015-20519	TALISMAN ENERGY USA INC	BRADFORD	CANTON	41.694786	-76.842581	2010-09-01	17326.16762	62	0	17326.16762	3175473.267	0	2016-12-01	2016-12-01	17326.16762	17326.16762	17326.16762	17326.16762	0	17326.16762	75
015-20519	TALISMAN ENERGY USA INC	BRADFORD	CANTON	41.694786	-76.842581	2010-09-01	12817.80229	62	0	12817.80229	3352735.647	0	2017-12-01	2017-12-01	12817.80229	12817.80229	12817.80229	12817.80229	0	12817.80229	87
015-20519	TALISMAN ENERGY USA INC	BRADFORD	CANTON	41.694786	-76.842581	2010-09-01	9482.538734	62	0	9482.538734	3483873.369	0	2018-12-01	2018-12-01	9482.538734	9482.538734	9482.538734	9482.538734	0	9482.538734	99
015-20519	TALISMAN ENERGY USA INC	BRADFORD	CANTON	41.694786	-76.842581	2010-09-01	7015.129334	62	0	7015.129334	3580888.325	0	2019-12-01	2019-12-01	7015.129334	7015.129334	7015.129334	7015.129334	0	7015.129334	111
015-20520	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.770289	-76.840364	2010-09-01	16716.40172	62	0	16716.40172	4579868.54	0	2016-12-01	2016-12-01	16716.40172	16716.40172	16716.40172	16716.40172	0	16716.40172	75
015-20520	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.770289	-76.840364	2010-09-01	12366.70087	62	0	12366.70087	4750892.463	0	2017-12-01	2017-12-01	12366.70087	12366.70087	12366.70087	12366.70087	0	12366.70087	87
015-20520	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.770289	-76.840364	2010-09-01	9148.816419	62	0	9148.816419	4877415.009	0	2018-12-01	2018-12-01	9148.816419	9148.816419	9148.816419	9148.816419	0	9148.816419	99
015-20520	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.770289	-76.840364	2010-09-01	6768.243425	62	0	6768.243425	4971015.684	0	2019-12-01	2019-12-01	6768.243425	6768.243425	6768.243425	6768.243425	0	6768.243425	111
015-20521	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.770289	-76.840492	2010-09-01	10663.68879	62	0	10663.68879	3159298.3	0	2016-12-01	2016-12-01	10663.68879	10663.68879	10663.68879	10663.68879	0	10663.68879	75
